overall,verified,reviewTime,reviewerID,asin,reviewerName,summary,unixReviewTime,vote
5,TRUE,7/8/2017,A326D766H2I6RR,B000068DWY,JEAN PIERRE PRETELT MAYORGA,Five Stars,1499472000,0
5,TRUE,12/29/2016,A1B95QB8NVYOSM,B000068DWY,Tessa,Calvin rules,1482969600,0
5,TRUE,7/22/2016,A1EJ9DSKSM0UN1,B000068DWY,lookupatthemoon,Nice compliment to the cologne/ smells fresh,1469145600,3
5,TRUE,5/25/2016,A2N0ORB4ES548E,B000068DWY,LAURENCE E WILLIAMS,Whats that youre wearing??,1464134400,0
5,TRUE,5/25/2016,A2N0ORB4ES548E,B000068DWY,LAURENCE E WILLIAMS,Good Stuff.,1464134400,0
5,TRUE,5/14/2016,AC400LZPY74N1,B000068DWY,Carolyn,This is just perfect.,1463184000,4
5,TRUE,8/30/2015,AV00VR0BWTQI6,B000068DWY,Kilian,Five Stars,1440892800,0
4,FALSE,5/14/2015,A32O98PFC3OP7K,B000068DWY,A Gamer at Heart,Pleasant without being Overpowering,1431561600,0
4,FALSE,5/2/2015,A6QG9LM5WL0AQ,B000068DWY,C. Irish,Classic One,1430524800,0
5,FALSE,5/1/2015,AOP2ZRNSHY2Z3,B000068DWY,Andrew D. Lossing,Eau smell nice,1430438400,0
5,FALSE,4/29/2015,A2JP9E1H0SF392,B000068DWY,TobycW,Timeless,1430265600,0
3,FALSE,4/28/2015,A3IOCPLIMYDBCD,B000068DWY,Hummingbirder,Mossy Gourmand,1430179200,0
4,FALSE,4/28/2015,AG0830H1DBLD,B000068DWY,VS Grenier Amazon Customer,A scent that adapts to you.,1430179200,0
3,FALSE,4/28/2015,A35Q0RBM3YNQNF,B000068DWY,M. Hill,Calvin Klein ck one Eau de Toilette,1430179200,2
4,FALSE,4/27/2015,A39WWMBA0299ZF,B000068DWY,C. Hamilton,Smells great/ but I only received a screw top,1430092800,0
4,FALSE,4/25/2015,A2JCJJNY43QQIV,B000068DWY,Katy Lake,Modern change of pace,1429920000,0
5,TRUE,4/11/2015,A3UQ3HOJ37Q24Q,B000068DWY,Squirrely,Deodorant only  Great product,1428710400,6
4,TRUE,1/22/2015,A2MS6GT9F0CB01,B000068DWY,KMS,Bringing it back,1421884800,0
1,TRUE,1/13/2015,A18L008KVHQ1AM,B000068DWY,Trump 2020,That burning sensation...,1421107200,0
5,TRUE,10/29/2014,AICOFZH7HCKGY,B000068DWY,tangolady,Love this. Will never be without,1414540800,0
5,TRUE,9/16/2014,A1NOKJM3Y13CG9,B000068DWY,agustin prado,Five Stars,1410825600,0
5,TRUE,6/20/2014,A2CRHEUW1ATJ65,B000068DWY,Aaron,So 5 Stars means I love it,1403222400,0
5,TRUE,11/17/2013,A2JP9E1H0SF392,B000068DWY,TobycW,modern classic,1384646400,0
5,TRUE,9/18/2013,ALT082QMA75B6,B000068DWY,DGL,Happy AND Good Smelling,1379462400,0
5,TRUE,12/14/2012,A10K606KWGOA2Y,B000068DWY,Jenny Esposito,Timeless scent,1355443200,0
5,TRUE,11/4/2012,A3UQ3HOJ37Q24Q,B000068DWY,Squirrely,The very best,1351987200,2
5,TRUE,7/26/2012,A3U16LITWT2PQJ,B000068DWY,Queen B,Couldnt believe it,1343260800,0
5,TRUE,4/11/2018,AJ9VB45YRX8C9,B000142FVW,Amazon Customer,Five Stars,1523404800,0
5,TRUE,4/3/2018,A39ECS1S0CJ0X9,B000142FVW,Amy Z.,Gifted,1522713600,0
5,TRUE,3/18/2018,AI2YYV9D3LS8P,B000142FVW,breezy deaton,Five Stars,1521331200,0
5,TRUE,3/10/2018,A1O3UXMAN62I6V,B000142FVW,Liz,Five Stars,1520640000,0
5,TRUE,3/5/2018,A2BHOZILR7SY9,B000142FVW,MustangMary,Tickle My France-y is a great neutral shade,1520208000,0
4,TRUE,3/4/2018,A2WCQTORZ1G1NG,B000142FVW,Rosalie Soronen,Will be a great color for Easter,1520121600,0
1,TRUE,3/4/2018,A3VXLOGI23ZHHX,B000142FVW,Nicole M,Very disappointed for an OPI product,1520121600,0
5,TRUE,3/2/2018,A1O5T5R8A6EG7U,B000142FVW,Anne Amgnee,Five Stars,1519948800,0
5,TRUE,2/28/2018,A2YG3QYP5BFNYG,B000142FVW,Pus,Love it,1519776000,0
3,TRUE,2/6/2018,A3IE9F9PFLNUYN,B000142FVW,Little Booka,Darker Than Pictured,1517875200,0
2,TRUE,1/29/2018,A3P51JNV7DHB2L,B000142FVW,RV Living,Great service but Ugly color,1517184000,0
5,TRUE,1/13/2018,ACMSQCH1H7JZD,B000142FVW,KED,Pretty,1515801600,0
4,TRUE,1/12/2018,AIWN1666ZUAP9,B000142FVW,Lori,Beautiful Red-Blue,1515715200,0
1,TRUE,1/10/2018,A3OP1NKCMO99U2,B000142FVW,Amazon Customer,One Star,1515542400,0
3,TRUE,1/1/2018,A11LI37SHY97N,B000142FVW,Dede Koll,like it was old,1514764800,0
5,TRUE,12/7/2017,AUPUDYKYU6431,B000142FVW,Annie,Five Stars,1512604800,0
5,TRUE,5/20/2011,A21M3YYEERMG3D,B00014351Q,Sherrie H,OPI is my new love,1305849600,4
5,TRUE,3/19/2011,A2NOIGZ6VV86IB,B00014351Q,erikatheicyone,Soooo Pretty,1300492800,9
5,TRUE,8/17/2017,A3GBARYNM6S4G6,B00014351Q,Scottsdale AZ,Great color,1502928000,0
1,TRUE,7/20/2017,A2Z06I0Q4FMFHP,B00014351Q,King,Chip My Wife Nails,1500508800,0
2,FALSE,5/15/2017,A914TQVHI872U,B00014351Q,An Educated Consumer,NG,1494806400,0
3,TRUE,4/18/2017,A2WRHFD1BJ8W7A,B00014351Q,NKG,OPI Polish,1492473600,0
5,TRUE,10/17/2017,A2L77YQRAEA1YZ,B000142FVW,ELLE,Samoan sand,1508198400,0
4,TRUE,10/7/2017,ADLZKR4HKJ83S,B000142FVW,Kindle CustomerRosieM,It looks awfully terra cotta rather than more muted/ well see.,1507334400,0
5,TRUE,3/5/2017,A28W77RPDZK7AZ,B00014351Q,Angela, love,1488672000,9
5,TRUE,2/26/2017,A30YSE0M6LM61J,B00014351Q,DashOneCharlie,Beautiful,1488067200,0
2,TRUE,10/3/2017,AO6XYV4ZKJ2UW,B000142FVW,TurtleLynn,Peachy yellow mess,1506988800,0
5,TRUE,12/14/2016,A2QJ710FJC9E40,B00014351Q,Kevin Vuong,Five Stars,1481673600,0
5,TRUE,11/15/2016,A3IGCB651CBUS5,B00014351Q,Rose,Five Stars,1479168000,0
5,FALSE,9/22/2017,A6VOQ7HCFLPGP,B000142FVW,Diane H. Westerman,Real nice I love it.,1506038400,0
5,TRUE,9/24/2016,A4HUA3IU17AP1,B00014351Q,mewmoo,Juicy Coral,1474675200,0
5,TRUE,9/18/2017,A1CKAZZ3Z647NA,B000142FVW,FJL,Great color,1505692800,0
5,TRUE,8/29/2016,A11YA52GQ0D6B6,B00014351Q,Caryl,Five Stars,1472428800,0
4,TRUE,9/10/2017,A3DZFW2XL5S6XK,B000142FVW,tnakamoto,Love it,1505001600,0
5,TRUE,8/29/2016,AXBTO9HB020I7,B00014351Q,Amazon Customer,Five Stars,1472428800,0
5,TRUE,8/27/2016,A37DBZJQ3FFDX,B00014351Q,ckayork,Opi is the best,1472256000,0
5,FALSE,8/21/2016,A2IV70BWQBUF32,B00014351Q,Paige Sanders,Rich girls  po boys,1471737600,2
4,TRUE,9/6/2017,A3BM33D682B9XV,B000142FVW,Sasha McKinley-Yunker,but still a nice/ bright mod pink,1504656000,0
4,TRUE,8/5/2016,A3MZRGNGM4H7PI,B00014351Q,K. L. Rosselli,Shimmery periwinkle,1470355200,0
5,TRUE,8/2/2016,A1I8QPILZMTELT,B00014351Q,4u,OPI New Orleans Spring/Summer 2016 Collection nail polish,1470096000,0
5,TRUE,7/28/2016,A28BA1RUNCWUNZ,B00014351Q,Mikki,One of the most beautiful periwinkle ever,1469664000,4
3,TRUE,7/22/2016,A1P9WLE3DFEMQ2,B00014351Q,ani,Better with a tan...,1469145600,0
5,TRUE,7/22/2016,A1P9WLE3DFEMQ2,B00014351Q,ani,Two thin coats and your toes are adorbs,1469145600,0
3,TRUE,7/14/2016,A3IE9F9PFLNUYN,B00014351Q,Little Booka,COLOR WAS DARKER THAN I EXPECTED.,1468454400,0
1,FALSE,8/28/2017,A1KGCBNUMKYV7L,B000142FVW,bertthetroll,Beware after removal-Russian Navy,1503878400,0
3,TRUE,6/25/2016,A24D70VHLXXH85,B00014351Q,Natalie Duany,... orangey that it appears online which is not a good color for me,1466812800,0
4,TRUE,6/22/2016,AUFJRMYL1K9OZ,B00014351Q,sandy,Love the color,1466553600,0
5,TRUE,5/29/2016,A23LYYPZPV3W21,B00014351Q,April Blackstone,Five Stars,1464480000,0
5,TRUE,5/26/2016,A23LYYPZPV3W21,B00014351Q,April Blackstone,Five Stars,1464220800,0
5,TRUE,5/26/2016,AENH50GW3OKDA,B00014351Q,K,Beautiful Color,1464220800,0
5,TRUE,5/25/2016,AEJCGRCBX8KCQ,B00014351Q,N039Awlins,Five Stars,1464134400,0
4,TRUE,5/25/2016,AENH50GW3OKDA,B00014351Q,K,Not as bright,1464134400,0
5,TRUE,5/12/2016,A2RMXI5NNXFES7,B00014351Q,Heather Carroll,Love this collection,1463011200,0
5,TRUE,4/24/2016,AA8A6NJUVPNO,B00014351Q,Marie,Five Stars,1461456000,0
5,TRUE,4/15/2016,A29MN2UX5ZN16S,B00014351Q,Patti Jacko,Pretty purple,1460678400,0
5,TRUE,4/7/2016,A3VNJJU5GOS97N,B00014351Q,O039s Ma,Five Stars,1459987200,0
5,TRUE,3/15/2016,ASSXBJAWV8766,B00014351Q,Claudia,Five Stars,1458000000,0
5,TRUE,3/15/2016,ASSXBJAWV8766,B00014351Q,Claudia,Five Stars,1458000000,3
5,TRUE,3/15/2016,ASSXBJAWV8766,B00014351Q,Claudia,Five Stars,1458000000,4
5,TRUE,8/22/2015,A38FB414U3B72L,B00014351Q,TINA STOCKLEY,Five Stars,1440201600,0
5,TRUE,7/24/2014,A2GO4MLC7NCV1L,B00014351Q,Amazon Customer P Parke,Great color and wears like iron,1406160000,0
5,FALSE,6/30/2014,A2JNO9OR8FGNR4,B00014351Q,MusingCrow,It looks like gems come to think of it,1404086400,2
5,TRUE,8/27/2013,A21M3YYEERMG3D,B00014351Q,Sherrie H,Beautiful --sparkly/ bling and color galore.,1377561600,0
4,TRUE,7/23/2017,A1ZKGSDVP057L9,B000142FVW,Mariane Matera,Nice/ Different from Previous Years,1500768000,0
5,TRUE,7/20/2017,A3HSC1S1WID15T,B000142FVW,Opie,a great red.,1500508800,0
1,TRUE,7/13/2017,A2Z06I0Q4FMFHP,B000142FVW,King,Cheap Quality.,1499904000,0
5,TRUE,4/11/2018,AJ9VB45YRX8C9,B0001433OU,Amazon Customer,Five Stars,1523404800,0
4,FALSE,3/8/2018,A2L77YQRAEA1YZ,B0001433OU,ELLE,Pretty common blue,1520467200,0
5,TRUE,7/10/2017,A1ISJC5E0GD68O,B000142FVW,D. Nelson,Great Color - Fabulous polish,1499644800,0
5,TRUE,6/9/2016,A11YA52GQ0D6B6,B0001433OU,Caryl,Five Stars,1465430400,0
5,TRUE,7/2/2017,A3HG5MZ9QJMINU,B000142FVW,USLOESJE,Very pretty,1498953600,0
5,TRUE,6/11/2017,A28BA1RUNCWUNZ,B000142FVW,Mikki,Danke-Shiny Red is my holy grail red,1497139200,3
5,TRUE,6/8/2017,A21LIZOWUJ152K,B000142FVW,Autumn,Five Stars,1496880000,0
2,TRUE,6/1/2017,A12GK5JUYAV0HM,B000142FVW,M. Charles,Seriously? Whats With All The Hype?,1496275200,3
5,TRUE,5/27/2017,A4HUA3IU17AP1,B000142FVW,mewmoo,True to color. I was afraid it would be ...,1495843200,0
5,TRUE,5/27/2017,A2ANNQ7WTLZUD7,B000142FVW,Julie F,HIGHLY RECOMMENDED,1495843200,0
4,TRUE,3/6/2012,A34EQAIKKUWYYW,B0001433OU,K. Wright,Classy Gray/ only a little weak,1330992000,2
3,TRUE,5/16/2017,AV9TAY68SUZRV,B000142FVW,Teresa,Very translucent,1494892800,0
5,TRUE,5/16/2017,A3MY4POKX3EQEX,B000142FVW,Judith H. Ellington,Five Stars,1494892800,0
3,TRUE,4/25/2017,AIWSX8DYYGBJY,B000142FVW,GNF,Not bad/ color is not as shown.,1493078400,9
5,TRUE,4/19/2017,A2ZLPBWFUQPUJA,B000142FVW,Happy Student,Five Stars,1492560000,0
3,TRUE,4/18/2017,A2WRHFD1BJ8W7A,B000142FVW,NKG,Oh It is Bright,1492473600,0
5,TRUE,4/3/2017,A22YTUDL95N29U,B000142FVW,Dee,Gorgeous but Needs Many Coats,1491177600,0
4,TRUE,3/25/2017,ANE1HNWMHEB7G,B000142FVW,Mom5,Four Stars,1490400000,0
3,TRUE,3/22/2017,A20VCG18UDO3TL,B000142FVW,Stephanie,More orangey than the picture,1490140800,0
5,TRUE,3/19/2017,A3PH249MRUMLAH,B000142FVW,Maria M.,Saying just the name,1489881600,0
3,TRUE,3/8/2017,A31ZXB9VUW2HQP,B000142FVW,vm,Three Stars,1488931200,0
5,TRUE,3/7/2017,A28W77RPDZK7AZ,B000142FVW,Angela,Love OPI,1488844800,0
5,TRUE,2/16/2017,A3SZ1B3N4NQNS9,B000142FVW,S. Gent,Perfect color,1487203200,0
3,TRUE,1/24/2017,A1JXY9I578VQ3O,B000142FVW,Angela M,too purple,1485216000,0
5,TRUE,1/16/2017,AXVH1LLNSSE41,B000142FVW,Barbara Johnson,Pretty in raspberry,1484524800,0
5,TRUE,1/10/2017,A239ILDOHMMGUV,B000142FVW,annsterw,My go to summer color,1484006400,0
5,TRUE,1/3/2017,A2BJXOROYN18WY,B000142FVW,CHM,As described,1483401600,0
5,TRUE,12/28/2016,A3PPEJY11SIL3Z,B000142FVW,Cat Lady,The Perfect Neutral Mauve Pink,1482883200,5
5,TRUE,12/26/2016,A3N1R7KXEDTW1J,B000142FVW,Loreezy,Great bright pink color,1482710400,0
5,TRUE,12/26/2016,ASHMBNORPUHAK,B000142FVW,Lori ATL,Go to color,1482710400,0
5,TRUE,12/22/2016,AZ90LWO8QPGV1,B000142FVW,HW9001,GOOD,1482364800,0
5,TRUE,12/19/2016,AN62VG516BIOU,B000142FVW,bheckel,Gorgeous nude nail polish,1482105600,0
5,TRUE,12/17/2016,A3AZM2RI2QXWSO,B000142FVW,Patricia A. Dickherber,Five Stars,1481932800,0
4,TRUE,12/15/2016,ASODUN15U3MLP,B000142FVW,flowerchild,Four Stars,1481760000,0
5,TRUE,12/15/2016,A34AKD96BXX0HZ,B000142FVW,Kim w,A nice opi color,1481760000,0
5,TRUE,12/14/2016,A2QJ710FJC9E40,B000142FVW,Kevin Vuong,Five Stars,1481673600,0
4,TRUE,12/13/2016,A3OICFS78GXXIJ,B000142FVW,Kay b,Four Stars,1481587200,0
5,TRUE,12/13/2016,A3OICFS78GXXIJ,B000142FVW,Kay b,OPI PRODUCTS ARE GREAT The polish stays on without chipping for at ...,1481587200,0
5,TRUE,12/12/2016,A2EG5WO6VCFDQ5,B000142FVW,rlazar,Classic nail polish,1481500800,0
5,TRUE,12/11/2016,A14CXGHPONCD41,B000142FVW,Fergy,Five Stars,1481414400,0
5,TRUE,12/9/2016,AFC92OVO2FT69,B000142FVW,Linda,Five Stars,1481241600,0
5,TRUE,12/7/2016,A24D70VHLXXH85,B000142FVW,Natalie Duany,Five Stars,1481068800,0
5,TRUE,12/2/2016,A1BEDKI1OQFD5H,B000142FVW,Pearl Johnson,Five Stars,1480636800,0
5,TRUE,4/11/2018,AJ9VB45YRX8C9,B00014340I,Amazon Customer,Five Stars,1523404800,0
5,FALSE,11/28/2016,A1LY4LT62BHY1X,B000142FVW,Zshag,Great color,1480291200,0
5,TRUE,3/12/2018,A24L28AJZKXALL,B00014340I,Amazon Customer,Five Stars,1520812800,0
5,TRUE,3/2/2018,A1O5T5R8A6EG7U,B00014340I,Anne Amgnee,Five Stars,1519948800,0
4,TRUE,11/17/2016,A1E7EX9LUM7TOF,B000142FVW,j,Four Stars,1479340800,0
5,TRUE,11/17/2016,A2ZFE69V0T71HN,B000142FVW,Gal Burnin039 Up in Texas,Killer current fashion color. Two coats give beautiful smooth intense results.,1479340800,0
1,TRUE,2/23/2018,AUAI9MEBEBLL7,B00014340I,S.D.,Took a chance,1519344000,0
5,TRUE,11/17/2016,A2ZFE69V0T71HN,B000142FVW,Gal Burnin039 Up in Texas,Killer current color.,1479340800,0
5,TRUE,11/17/2016,A3F8PR8105I7MA,B000142FVW,Robin Reis,Five Stars,1479340800,0
5,TRUE,2/4/2018,A3HG5MZ9QJMINU,B00014340I,USLOESJE,Five Stars,1517702400,0
5,TRUE,11/11/2016,A1F29W231WNU90,B000142FVW,Gabriel Leon,Five Stars,1478822400,0
5,TRUE,11/8/2016,A3P0VHR9YAIR6P,B000142FVW,jessicalee,Five Stars,1478563200,0
5,TRUE,11/8/2016,A1P9WLE3DFEMQ2,B000142FVW,ani,Very Vibrant,1478563200,0
5,TRUE,11/7/2016,AZ34737QMSG8Q,B000142FVW,Ovieda Estrada,Very pretty color - rich and goes with any season,1478476800,0
4,TRUE,11/3/2016,A21BOTUYRKB30M,B000142FVW,Cbewtra,excellent product.,1478131200,0
4,TRUE,12/26/2017,A30Q7HNAJAMQXU,B00014340I,Melissa Owen,Four Stars,1514246400,0
5,TRUE,11/29/2017,A3P51JNV7DHB2L,B00014340I,RV Living,Love OPI,1511913600,0
4,TRUE,11/24/2017,A22BKY1TAIN2NR,B00014340I,Melanie,Long lasting,1511481600,0
3,TRUE,10/29/2016,AUFJRMYL1K9OZ,B000142FVW,sandy,Is this an old old bottle of polish.,1477699200,0
5,TRUE,10/27/2016,AD6M0QYWZ8ACF,B000142FVW,ASIMERAL,Beautiful,1477526400,0
5,TRUE,11/1/2017,AK6CEEE9QC2UM,B00014340I,Lunaire,but this was a beautiful green/ first coat and second coat both looked ...,1509494400,0
5,TRUE,10/27/2016,AD6M0QYWZ8ACF,B000142FVW,ASIMERAL,Gorgeous coral,1477526400,0
5,TRUE,10/3/2017,AO6XYV4ZKJ2UW,B00014340I,TurtleLynn,Love,1506988800,0
3,TRUE,9/26/2017,A29Y41NL8RA1BP,B00014340I,Christine,Nice color but hard to apply and chips easily,1506384000,2
3,TRUE,9/3/2017,A3C0ZGHGJNYEMM,B00014340I,California consumer,Wrong color in pic,1504396800,0
5,TRUE,9/3/2017,A6VOQ7HCFLPGP,B00014340I,Diane H. Westerman,Pretty and Fancy,1504396800,0
5,TRUE,8/27/2017,A2ZLPBWFUQPUJA,B00014340I,Happy Student,Five Stars,1503792000,0
5,FALSE,8/6/2017,A914TQVHI872U,B00014340I,An Educated Consumer,In this case/ it is the color that wows,1501977600,0
5,TRUE,10/13/2016,AAF5D1LTFGB7L,B000142FVW,Libby Johnson,Five Stars,1476316800,0
5,TRUE,10/11/2016,ARCNPR5YHHP2X,B000142FVW,Amazon Customer,Five Stars,1476144000,0
5,FALSE,10/9/2016,AIIZTJHZLV158,B000142FVW,JJLOCK,Big apple red my favorite red polish,1475971200,0
5,TRUE,6/1/2017,A3M2MBDA0F0U3B,B00014340I,Pinktrenchcoat,A PERFECT blue,1496275200,0
4,TRUE,9/29/2016,A1TK2US40LPJNH,B000142FVW,Momma Lee,... and less red than I expected but still a great polish,1475107200,0
5,TRUE,9/29/2016,A1TK2US40LPJNH,B000142FVW,Momma Lee,Five Stars,1475107200,0
5,TRUE,9/25/2016,AZ34737QMSG8Q,B000142FVW,Ovieda Estrada,Bright and Pretty,1474761600,0
5,TRUE,9/25/2016,A2GKWUF75ZPWIM,B000142FVW,Lei,Five Stars,1474761600,0
5,TRUE,4/3/2017,A22YTUDL95N29U,B00014340I,Dee,High Quality/ Looks Bomb/ but Thick Application,1491177600,0
5,TRUE,3/6/2017,A3GBARYNM6S4G6,B00014340I,Scottsdale AZ,I am an OPI fan,1488758400,0
5,TRUE,9/18/2016,A26C062ZW07V2Y,B000142FVW,MiamiLove,Five Stars,1474156800,0
5,TRUE,2/21/2017,A28W77RPDZK7AZ,B00014340I,Angela,Love it,1487635200,22
5,TRUE,9/16/2016,A15DH2ICDH1MJN,B000142FVW,CutePanda,Five Stars,1473984000,0
5,TRUE,9/15/2016,A3GBARYNM6S4G6,B000142FVW,Scottsdale AZ,A favorite color,1473897600,0
5,TRUE,2/8/2017,A3P0VHR9YAIR6P,B00014340I,jessicalee,and good shine/,1486512000,0
5,TRUE,9/13/2016,A31EXCSFPH9XG0,B000142FVW,Nana Linda                  Amazon Customer,BEST NAIL POLISH,1473724800,0
3,TRUE,9/13/2016,A31EXCSFPH9XG0,B000142FVW,Nana Linda                  Amazon Customer,some things dont look good for eveyone,1473724800,0
5,TRUE,9/12/2016,AGV6KOEXODL1U,B000142FVW,Candace Hassell,Great color,1473638400,0
5,TRUE,1/16/2017,A3OGA76E22L5CU,B00014340I,MRG,Beautiful neutral toned nail polish with superior shine,1484524800,0
1,TRUE,12/14/2016,A17O2BER0O0P1K,B00014340I,Aztecgirl50,Dont waste your,1481673600,0
5,TRUE,9/11/2016,A1MELG1UFSXAMV,B000142FVW,Caroline N.,I love OPIs Cajun Shrimp color,1473552000,0
5,TRUE,11/17/2016,A1E7EX9LUM7TOF,B00014340I,j,Five Stars,1479340800,0
5,TRUE,9/8/2016,AR7EOI1I0D7Q7,B000142FVW,Julie H.,My favorite,1473292800,0
5,TRUE,9/5/2016,ARKPBV91DYWZF,B000142FVW,Dreamer13,Beautiful elegant color,1473033600,0
5,TRUE,9/18/2016,A26C062ZW07V2Y,B00014340I,MiamiLove,Five Stars,1474156800,0
5,TRUE,9/18/2016,A26C062ZW07V2Y,B00014340I,MiamiLove,Love OPI infinite Shine,1474156800,0
5,TRUE,9/18/2016,A26C062ZW07V2Y,B00014340I,MiamiLove,Lovely color,1474156800,0
5,TRUE,9/16/2016,A15DH2ICDH1MJN,B00014340I,CutePanda,Five Stars,1473984000,0
5,TRUE,8/25/2016,ARBVV2X30JNKA,B00014340I,Kathleen E. Thorpe,Five Stars,1472083200,0
4,TRUE,9/3/2016,A2LUOPJNWOESF1,B000142FVW,Christina von Braun,Pretty and subtle,1472860800,0
5,TRUE,9/2/2016,A1VVXGL8GI2II4,B000142FVW,Mary,Rosy Future,1472774400,0
2,TRUE,7/17/2016,A17O2BER0O0P1K,B00014340I,Aztecgirl50,Two Stars,1468713600,0
5,TRUE,12/26/2017,A30Q7HNAJAMQXU,B0001435D4,Melissa Owen,Five Stars,1514246400,0
1,TRUE,6/13/2016,A1ZZSLTEMTV4HD,B00014340I,Autumnesque,Dont Bee Mine Anymore,1465776000,0
5,TRUE,11/12/2017,A22BKY1TAIN2NR,B0001435D4,Melanie,Five Stars,1510444800,0
5,TRUE,8/27/2016,A37DBZJQ3FFDX,B000142FVW,ckayork,Nice nude color.,1472256000,0
5,TRUE,8/27/2016,A37DBZJQ3FFDX,B000142FVW,ckayork,Grape fun.,1472256000,0
5,TRUE,7/28/2017,ACMSQCH1H7JZD,B0001435D4,KED,Its shiny alright,1501200000,0
5,TRUE,11/12/2015,AENH50GW3OKDA,B00014340I,K,Beautiful Color By OPI,1447286400,3
5,TRUE,10/13/2015,A38KYGR07SUF21,B00014340I,jen,Five Stars,1444694400,0
4,FALSE,9/25/2015,A2YCLJNOE7JGCW,B00014340I,Tina TBR Etc.,Gel like nails with no light Super shiny,1443139200,2
5,TRUE,8/23/2016,A237XY0O6V3UE,B000142FVW,Daniel Rozansky,Perfect neutral,1471910400,0
3,TRUE,7/20/2017,A2Z06I0Q4FMFHP,B0001435D4,King,Ok.,1500508800,0
