overall,verified,reviewTime,reviewerID,asin,reviewerName,summary,unixReviewTime,vote
5,TRUE,1/14/2017,A2WCRWBZJETE17,B004Q7CK9M,Jeff Quade,five stars,1484352000,0
5,TRUE,1/7/2017,A1V9KVHS8CF7N9,B004Q7CK9M,IN,Five Stars,1483747200,0
5,TRUE,1/3/2017,A63HW9AIN5MI3,B004Q7CK9M,bearcat,Five Stars,1483401600,0
5,TRUE,1/2/2017,A2AWS633WWTXFX,B004Q7CK9M,Wades Web Works| LLC,Five Stars,1483315200,0
5,TRUE,12/31/2016,A1G2TIZW7OJ4I7,B004Q7CK9M,Bill Williams,Five Stars,1483142400,0
5,TRUE,12/18/2016,A1NWGBDJ06W9BH,B004Q7CK9M,Debra A. Huntley,Five Stars,1482019200,0
5,TRUE,12/17/2016,ADGKZ1FXY3DRE,B004Q7CK9M,judijudi0,Great way to buy a gift,1481932800,0
5,TRUE,12/14/2016,A1TC5SEU8KYKKJ,B004Q7CK9M,Jarrod H.,Five Stars,1481673600,0
5,TRUE,10/20/2016,A1O0W1MJPZYI9J,B004Q7CK9M,CYNTHIA MCGOWAN,Five Stars,1476921600,0
5,TRUE,7/19/2016,AK3402G7FO7AY,B004Q7CK9M,JMK,Cat in the Hat Christmas card.,1468886400,0
5,TRUE,6/14/2016,A1LHJLC4GABYY0,B004Q7CK9M,Jodi M.,Five Stars,1465862400,0
5,TRUE,4/25/2016,A348GXFNYRHI22,B004Q7CK9M,Joanne Fink,Easy gift,1461542400,0
4,TRUE,4/1/2016,A1MAKKM3E4PFE2,B004Q7CK9M,NPR MAN,Great gift| they need to drop the self promotion on the cards that come with gift card,1459468800,0
5,TRUE,3/10/2016,A1PD3L2DC3VIB8,B004Q7CK9M,Cookiesbydad,Gift cards,1457568000,0
5,TRUE,2/29/2016,A3PV2E6RXRS8EO,B004Q7CK9M,Brett &amp Family,Gift card as described,1456704000,0
5,TRUE,2/26/2016,A3PFXPWNXFPHJP,B004Q7CK9M,earl tucker,Five Stars,1456444800,0
5,TRUE,2/22/2016,A2U88Z24HBE9ZF,B004Q7CK9M,Annette Theel,they where very happy with item,1456099200,0
5,TRUE,2/7/2016,A1NTR9DDR4FCH4,B004Q7CK9M,Bozoman,Gift,1454803200,0
5,TRUE,2/3/2016,A2S1WMTSRVLCN9,B004Q7CK9M,Amazon Customer,You just cant go wrong giving an Amazon card out ...,1454457600,0
4,TRUE,1/29/2016,ABWSFKJ1MRN1Q,B004Q7CK9M,Barb Peterson,what do you say about a gift card. It ...,1454025600,0
5,TRUE,1/26/2016,A31YM6THIAWZHK,B004Q7CK9M,Virginia Rector,Five Stars,1453766400,0
5,TRUE,1/22/2016,A32M8K2QDHX8JO,B004Q7CK9M,Robbie Shortner,Five Stars,1453420800,0
5,TRUE,1/17/2016,A3GJ0ME0T16IIO,B004Q7CK9M,Nanc,Five Stars,1452988800,0
5,TRUE,1/8/2016,A1OVVGPONC0EYY,B004Q7CK9M,Scooter,Five Stars,1452211200,0
5,TRUE,12/29/2015,A3VN3FXPVOEHGD,B004Q7CK9M,kathy,Five Stars,1451347200,0
5,TRUE,12/28/2015,A3EWD1TIUGTZ5Q,B004Q7CK9M,Kissa,A+++!,1451260800,0
5,TRUE,12/22/2015,A2O59ABAZIE8UT,B004Q7CK9M,Melody Bey,Five Stars,1450742400,0
5,TRUE,12/21/2015,AKMEY1BSHSDG7,B004Q7CK9M,J. Arena,This is a GREAT GIFT!,1450656000,2
5,TRUE,11/14/2015,A6UIRLJ0D4TES,B004Q7CK9M,Mina,Five Stars,1447459200,0
5,TRUE,8/18/2015,A2VIDYR2CMQM3F,B004Q7CK9M,Peter R. Mantia,Five Stars,1439856000,0
5,TRUE,6/15/2015,A21G4URAAP0EN,B004Q7CK9M,Jaclyn Gordon,Five Stars,1434326400,0
5,TRUE,4/21/2015,A3LBAY6DVQRSDK,B004Q7CK9M,GMack,Great Gift!!,1429574400,0
4,TRUE,4/19/2015,A33SMTIC162O6Z,B004Q7CK9M,VannaBlack,Four Stars,1429401600,0
5,TRUE,1/16/2015,A33SGA7BQ1X7XG,B004Q7CK9M,MissElainesMusings,Amazon Gift card,1421366400,0
5,TRUE,1/1/2015,ALL9XFM0Q1N4E,B004Q7CK9M,Monopoly J,Great Gift Idea,1420070400,0
5,TRUE,12/27/2014,A344HWPE6UJYFI,B004Q7CK9M,Amazon Customer-Michele,GIFT CARDS ARE GREAT GIFTS,1419638400,0
5,TRUE,11/15/2014,A63HW9AIN5MI3,B004Q7CK9M,bearcat,Five Stars,1416009600,0
5,TRUE,10/11/2014,A1TCBHXA93SDOW,B004Q7CK9M,Jimmy A. Jeffreys,Five Stars,1412985600,0
5,FALSE,8/11/2014,AZGFIBEPXL8VT,B004Q7CK9M,PJB,Five Stars,1407715200,0
5,TRUE,8/8/2014,A2WCRWBZJETE17,B004Q7CK9M,Jeff Quade,Five Stars,1407456000,0
5,TRUE,8/6/2014,A1ISQ4BFCCGKVY,B004Q7CK9M,LC,Five Stars,1407283200,0
5,TRUE,8/4/2014,A1U1G73EI5IRZF,B004Q7CK9M,Victor,Its a perfect gift for your friends or family,1407110400,0
5,TRUE,7/29/2014,A28TIBCUPRHJ6F,B004Q7CK9M,Will,as expected.,1406592000,0
5,TRUE,7/11/2014,ARLPBIM5RLZ64,B004Q7CK9M,Marie in Ohio,Great gift!,1405036800,0
5,TRUE,6/25/2014,A34R5N03X79GD8,B004Q7CK9M,Richard Rodgers,As good as it gets,1403654400,0
5,TRUE,5/23/2014,A12YA3BE6TJK3U,B004Q7CK9M,Kindle Customer,Grandsons Gift Card,1400803200,0
5,TRUE,4/25/2014,A175XXVMLQA98A,B004Q7CK9M,J Rickman,For a Christmas Gift,1398384000,0
5,TRUE,4/16/2014,AICIJFK4YKOBC,B004Q7CK9M,Kathy Dowden,I love it,1397606400,0
5,TRUE,4/5/2014,A3PZJVCJN2J4RB,B004Q7CK9M,howardh,Better than an egift certificate,1396656000,0
5,TRUE,2/18/2014,A2TZK0F2X8EIVA,B004Q7CK9M,Nikki,Cant go wrong.,1392681600,0
5,TRUE,2/15/2014,A2K90J2GLB0B8D,B004Q7CK9M,Michael Michaud,The perfect gift.,1392422400,0
5,TRUE,2/9/2014,A260QLS8Z33KCQ,B004Q7CK9M,Bun,Perfect for Christmas,1391904000,0
5,TRUE,1/20/2014,A2LIUNQZMA292R,B004Q7CK9M,luv2shop,Amazon Gift Card,1390176000,0
5,TRUE,1/18/2014,A2QKY7ZG920FT7,B004Q7CK9M,Jobie Austin,Kindle users,1390003200,0
5,TRUE,1/8/2014,A3BTZ27R4XTL19,B004Q7CK9M,Bertha Kidd,gift card,1389139200,0
5,TRUE,12/21/2013,A1CNOV5UEANRS3,B004Q7CK9M,MissNewYork41,Great gift idea,1387584000,0
5,TRUE,12/14/2013,AOI2LGQR941L7,B004Q7CK9M,vocalgirl,Gift card,1386979200,0
5,TRUE,8/26/2013,AAD9PJLHYQXHB,B004Q7CK9M,Kindle Customer,Great product,1377475200,0
5,TRUE,4/3/2013,A2NOW0DV5XI9NF,B004Q7CK9M,Spyder Rider,Gift Card,1364947200,0
4,TRUE,1/30/2013,A1IWJ6TXCUGXBF,B004Q7CK9M,J K P,Fun Card,1359504000,0
5,TRUE,4/9/2018,A2CM3SWOMP3A9C,B005DHN6E2,Mike,who but Donald Trump perhaps The Walton family could hate an Amazon Gift Card,1523232000,0
5,TRUE,3/24/2018,A2L4X2YO7BKNQ4,B005DHN6E2,Mike Mo,Five Stars,1521849600,0
5,TRUE,3/18/2018,A3BNRL2SCE6CGU,B005DHN6E2,karl zahler,Five Stars,1521331200,0
5,TRUE,3/12/2018,A1FKMXROBDOI7W,B005DHN6E2,D.M.,Five Stars,1520812800,0
5,TRUE,3/5/2018,A33N3U5Y2BVSIL,B005DHN6E2,Amazon Customer,Five Stars,1520208000,0
5,TRUE,3/2/2018,AEDHVVRO3Y938,B005DHN6E2,darlene r,Five Stars,1519948800,0
5,TRUE,2/15/2018,ADGKZ1FXY3DRE,B005DHN6E2,judijudi0,My grandson loves me more,1518652800,0
5,TRUE,1/30/2018,AHBLLZMAXGB2U,B005DHN6E2,Billcar 43,Five Stars,1517270400,0
5,TRUE,1/27/2018,A2BDMJQH7BFLFG,B005DHN6E2,lizz101,Five Stars,1517011200,0
5,TRUE,1/13/2018,A3FVECHCN6HJJ1,B005DHN6E2,Grace S,Nice card and gc,1515801600,0
5,TRUE,12/29/2017,A2LII3BB40HVFZ,B005DHN6E2,Kali the Cat,My recipients absolutely loved their gifts,1514505600,0
5,TRUE,12/18/2017,A2V1J3JT5OOZFO,B005DHN6E2,A Long-time Customer,Recommended,1513555200,0
5,TRUE,12/13/2017,A1C1YNIRA6OSMQ,B005DHN6E2,Sis,Five Stars,1513123200,0
5,TRUE,12/9/2017,A3MXDV25XUTB16,B005DHN6E2,Elaine Anderson,Five Stars,1512777600,0
5,TRUE,12/5/2017,A1PGEVY0S98WCC,B005DHN6E2,Melissa Bray,Five Stars,1512432000,0
3,TRUE,11/16/2017,A35ZJY01RQSY5O,B005DHN6E2,Backpacker,Cute card. But I would have liked it to come in a tin.,1510790400,0
5,TRUE,10/11/2017,A1OVVGPONC0EYY,B005DHN6E2,Scooter,Five Stars,1507680000,0
5,TRUE,8/26/2017,A24ISEVWULRQXW,B005DHN6E2,Amazon Customer,GAVE IT TO A FRIEND| I GUESS HE BOUGHT ...,1503705600,0
5,TRUE,5/10/2018,A175XXVMLQA98A,B005ESMF5G,J Rickman,Five Stars,1525910400,0
5,TRUE,3/1/2018,A1G2TIZW7OJ4I7,B005ESMF5G,Bill Williams,These gift cards are quick and easy and with so many items to choose from,1519862400,0
5,TRUE,2/4/2018,A3GVASWGV1RL8P,B005ESMFP6,okeedukefan,great gift,1517702400,0
5,TRUE,2/8/2018,A3VZ1JUAW5IYR8,B005ESMF5G,BETTY,Easy gift,1518048000,0
5,TRUE,1/30/2018,AHBLLZMAXGB2U,B005ESMF5G,Billcar 43,Five Stars,1517270400,0
5,TRUE,1/28/2018,A2Z43ZQDGCFCBD,B005ESMF5G,Jesse Ward,Came on time.,1517097600,0
5,TRUE,11/11/2017,A3FOHIKY3W9NBJ,B005ESMFP6,DiREll,Five Stars,1510358400,0
5,TRUE,10/3/2017,A2W3RQOSC87P4A,B005ESMJ02,Linda Murphy                                                                          on,Five Stars,1506988800,0
5,TRUE,9/5/2017,A123IIX1Z50O9U,B005ESMJ02,Abburu Sharma,Five Stars,1504569600,0
5,TRUE,12/14/2017,A32MAHV0PG6YU6,B005ESMF5G,Jen,Five Stars,1513209600,0
5,TRUE,3/12/2017,A3KIBFTS3ES1T2,B005ESMFP6,TurtlePenguin,glad I had tins to put them in,1489276800,0
5,TRUE,12/18/2016,A1NWGBDJ06W9BH,B005ESMFP6,Debra A. Huntley,Five Stars,1482019200,0
5,TRUE,11/28/2016,A2VZWIEOT8UVIR,B005ESMFP6,Amazon Customer,Five Stars,1480291200,0
5,TRUE,2/6/2017,A1U3DENVSYZ5BQ,B005ESMJ02,Diane Zivcsak,Five Stars,1486339200,0
5,TRUE,2/6/2017,A1NMGOOVEUJXGT,B005ESMF5G,Pattip,Perfect!,1486339200,0
5,TRUE,1/29/2017,A1KTZOXL3WB1D8,B005ESMF5G,Bunny,Five Stars,1485648000,0
5,TRUE,6/16/2016,A2WPBMZ2ISXTSA,B005ESMFP6,Marie,Five Stars,1466035200,0
5,TRUE,1/20/2017,A34JP8QRZRS7W5,B005ESMF5G,dood,Five Stars,1484870400,0
5,TRUE,4/23/2016,A2KOKSKEDIBRGQ,B005ESMFP6,Wise One,Works like a charm,1461369600,0
5,TRUE,1/14/2017,A1O0W1MJPZYI9J,B005ESMF5G,CYNTHIA MCGOWAN,Five Stars,1484352000,0
5,TRUE,2/22/2016,A2U88Z24HBE9ZF,B005ESMFP6,Annette Theel,Five Stars,1456099200,0
5,TRUE,1/20/2016,A1YXA1KL03KML,B005ESMFP6,ff13texas,Perfect Gift,1453248000,0
5,TRUE,12/29/2015,A3VN3FXPVOEHGD,B005ESMFP6,kathy,Love to have amazon cards,1451347200,0
5,TRUE,12/21/2016,A2PHOTTFXUGB7V,B005ESMF5G,Gene S.,Five Stars,1482278400,0
5,TRUE,12/6/2016,ANDVICVXBOXGN,B005ESMF5G,Ralphie,Five Stars,1480982400,0
5,TRUE,11/29/2016,A1GA7HZGFBDTIU,B005ESMF5G,TINI FRANKLIN,Five Stars,1480377600,0
5,TRUE,8/18/2015,A2VIDYR2CMQM3F,B005ESMF5G,Peter R. Mantia,Five Stars,1439856000,0
5,TRUE,8/7/2016,AXSVY0U0NVL89,B005ESMJ02,Leah Palermo,Five Stars,1470528000,0
5,FALSE,7/8/2014,A1NW1MPYSXIS8N,B005ESMF5G,JJ,Five Stars,1404777600,0
5,TRUE,7/7/2016,A5U1KZ3EIK0IG,B005ESMJ02,Branson Mom,GREAT BIRTHDAY present,1467849600,0
4,TRUE,5/8/2018,A2TG8V29X39OY1,B005ESMMWW,Jean M. Cooper,Four Stars,1525737600,0
5,TRUE,6/29/2016,A3GPR4SKRP0QNR,B005ESMJ02,PDUBSNY,Presentable,1467158400,0
5,TRUE,5/19/2016,AQQ89MHENR0OL,B005ESMJ02,Kim Johnson,Five Stars,1463616000,0
5,TRUE,12/2/2017,A24NXI8W2T9Q8G,B005ESMMWW,Thomas G. Field| Jr.,Nice designs and packaging.,1512172800,0
5,TRUE,11/25/2012,ARZLW6MFV58E9,B005ESMF5G,Denise Andrews,Its green,1353801600,2
4,TRUE,9/16/2017,A1G2TIZW7OJ4I7,B005ESMMWW,Bill Williams,... bought a lot of these and they are always good. Amazon has so much stuff that the recipient ...,1505520000,0
5,TRUE,8/5/2017,AIG7PZQOVH31T,B005ESMMWW,Jessica Goeller,Five Stars,1501891200,0
5,TRUE,7/29/2017,A3V96XTZBFW4HO,B005ESMMWW,DIYer Dave,Amazon $50 Gift Card,1501286400,0
5,FALSE,7/22/2015,A1U1G73EI5IRZF,B005ESMJ02,Victor,Five Stars,1437523200,0
5,TRUE,3/20/2017,A1R5DGRO0AU4AV,B005ESMMWW,Ash K,Nice Gift !,1489968000,0
5,TRUE,12/7/2014,A1GA7HZGFBDTIU,B005ESMJ02,TINI FRANKLIN,Five Stars,1417910400,0
5,TRUE,7/31/2014,A2WCRWBZJETE17,B005ESMJ02,Jeff Quade,Five Stars,1406764800,0
5,TRUE,12/15/2016,A36ABUVB4X9Q1C,B005ESMMWW,DFC,Five Stars,1481760000,0
5,TRUE,4/25/2014,A1NUKBPD6F98HJ,B005ESMJ02,Denise L.,Super!,1398384000,0
5,FALSE,7/13/2015,A10PEXB6XAQ5XF,B005ESMMWW,Michael Gallagher,Gift Box Makes it Classy and Free Next Day Shipping,1436745600,0
5,TRUE,5/3/2015,A30LWSTIFT6LJB,B005ESMMWW,Love  Amazon,Makes life easy to be able to order online,1430611200,0
4,TRUE,12/12/2012,A260QLS8Z33KCQ,B005ESMJ02,Bun,Nice box,1355270400,0
5,FALSE,1/31/2012,A2K90J2GLB0B8D,B005ESMMWW,Michael Michaud,Smart Gift,1327968000,0
5,TRUE,1/9/2017,A15NY62RL9WFIO,B006PJHS50,Dennis Vance,Five Stars,1483920000,0
5,TRUE,12/26/2016,AWVA67A1LIEXB,B006PJHS50,Amazon Customer,Speedy delivery,1482710400,0
5,TRUE,7/19/2016,A35S2WL2F27WC7,B006PJHS50,Nicole,Great item!,1468886400,0
5,TRUE,5/2/2016,A1WLQZOGXNQQC8,B006PJHS50,Amazon Customer,Five Stars,1462147200,0
5,TRUE,3/19/2016,A138CUKESU7PIX,B006PJHS50,Diva1980,Gift,1458345600,0
5,TRUE,3/18/2016,A3UYNGXBNCBLHW,B006PJHS50,Amazon Customer,Five Stars,1458259200,0
5,TRUE,1/24/2016,A1KT83W01QECQL,B006PJHS50,Sharon A. Burgess,Five Stars,1453593600,0
5,TRUE,1/20/2016,A3DXQEOUJMWKAE,B006PJHS50,Nancy,Five Stars,1453248000,0
5,TRUE,4/14/2014,A300JMW5AMQ4UR,B006PJHPV2,B. Gordon,Again...seriously?,1397433600,0
5,TRUE,5/14/2018,A1ZSVEUE12AAQ3,B006PJHPV2,TRM,Is What it Is,1526256000,0
2,TRUE,3/16/2018,A1IBN28RK6OFSP,B006PJHPV2,Kitty Coleman,Arrived as promised!,1521158400,0
5,TRUE,2/7/2018,A31IUOFOVNCBZF,B006PJHPV2,Amazon Customer,Five Stars,1517961600,0
5,FALSE,1/22/2018,A3EWD1TIUGTZ5Q,B006PJHPV2,Kissa,Awesome buy!,1516579200,0
5,TRUE,1/8/2018,A4OJWUX1MKR3B,B006PJHPV2,Kathy,Five Stars,1515369600,0
5,TRUE,9/11/2017,A17PNZL8SLGRG8,B006PJHPV2,B66ks,Five Stars,1505088000,0
5,TRUE,8/11/2017,A2GU89M4JF6P6I,B006PJHPV2,PAT MORRIS,Very pleased.,1502409600,0
1,TRUE,7/1/2017,AV5VSJDEEZIBN,B006PJHPV2,fightingterp,REALLY?!?!?!,1498867200,0
5,TRUE,10/3/2017,A31IUOFOVNCBZF,B006PJI03Y,Amazon Customer,Cant go wrong with a gift card...,1506988800,0
5,TRUE,4/22/2017,A2FQU2MZBR2JWV,B006PJHPV2,LadyMopar340,Great card and great restaurant.,1492819200,0
5,TRUE,4/5/2017,A348GXFNYRHI22,B006PJHPV2,Joanne Fink,GIFT card,1491350400,0
5,TRUE,3/18/2017,ABKP22S8RXAAJ,B006PJHPV2,ceecee,Five Stars,1489795200,0
5,TRUE,6/10/2017,A3GJ0ME0T16IIO,B006PJI03Y,Nanc,Five Stars,1497052800,0
5,TRUE,1/24/2017,AOAV7YRGTS2BF,B006PJHPV2,BD Colo,Five Stars,1485216000,0
5,TRUE,1/22/2017,A9RFZUK1R1DPR,B006PJHPV2,Jonathon Sather,Five Stars,1485043200,0
5,TRUE,1/20/2017,A1KU8DS7KA7OYT,B006PJI03Y,Mike,Great Deal and Can Upload Gift Card to Samsung Pay,1484870400,0
5,TRUE,1/8/2017,AGXBZPIW9U37Z,B006PJI03Y,Steve Johnson,Five Stars,1483833600,0
5,TRUE,12/19/2016,AXSVY0U0NVL89,B006PJI03Y,Leah Palermo,Always a good gift option,1482105600,3
5,TRUE,12/18/2016,A2GNZITHG06UE3,B006PJI03Y,DakOdin,It works,1482019200,0
5,TRUE,12/12/2016,A2Y1UBFYZRI6S7,B006PJI03Y,Faye Hernandez,Five Stars,1481500800,0
5,TRUE,9/7/2016,A1L2NJYQ9O10TP,B006PJI03Y,Lee ,Five Stars,1473206400,0
5,TRUE,8/23/2016,A3CHNGUSZR497B,B006PJI03Y,Leah,Great gift!,1471910400,0
5,TRUE,5/16/2016,A6UIRLJ0D4TES,B006PJI03Y,Mina,Five Stars,1463356800,0
5,TRUE,2/8/2016,ALG9T0EF2ZXDI,B006PJI03Y,susan,Five Stars,1454889600,0
5,TRUE,2/5/2016,AKABUMXBAC69W,B006PJI03Y,Barb,TGIF Gift Card,1454630400,0
5,TRUE,12/19/2015,A333GGTZSUJC30,B006PJI03Y,Ms. Flowers,A meal on you is a nice jesture!,1450483200,0
5,TRUE,8/27/2016,A3FWMBEGL6C665,B006PJHPV2,Eric Beckman,Five Stars,1472256000,0
5,TRUE,8/11/2016,A310ZWB51KZAWU,B006PJHPV2,Betsy Taylor,What a deal!,1470873600,0
5,TRUE,8/1/2016,A1QIDC5ILLFYGB,B006PJHPV2,Montyloon,Sturdy plastic gift card works as designed!,1470009600,3
5,TRUE,11/11/2015,A368CSWVBNABBB,B006PJI03Y,sPhilips,A gift card is a gift card....,1447200000,0
5,TRUE,8/19/2015,A2CIVMPY7E57QW,B006PJI03Y,keith reicher,Five Stars,1439942400,0
5,TRUE,8/19/2015,A3OFTIM87CP08T,B006PJI03Y,Dalana Armstrong,Five Stars,1439942400,0
5,TRUE,6/15/2015,A21G4URAAP0EN,B006PJI03Y,Jaclyn Gordon,Five Stars,1434326400,0
5,TRUE,7/18/2016,A1L2NJYQ9O10TP,B006PJHPV2,Lee ,Five Stars,1468800000,0
5,TRUE,7/15/2016,A1CCSBUDVPRO8Y,B006PJHPV2,M. Banti,Birthday Gift,1468540800,0
5,TRUE,6/21/2016,AU0MC17FYRPIU,B006PJHPV2,jan,worked,1466467200,0
5,TRUE,6/15/2016,A3GPR4SKRP0QNR,B006PJHPV2,PDUBSNY,Great price for a gift.,1465948800,0
5,TRUE,1/18/2014,A2QKY7ZG920FT7,B006PJI03Y,Jobie Austin,What can I say..... my daughter loved this gift,1390003200,3
5,FALSE,12/30/2013,A1CINUBBFNYCL7,B006PJI03Y,JOESPH MARTTINE,Five Stars,1388361600,0
4,TRUE,4/25/2016,A127QBWQJIX6IR,B006PJHPV2,Amazon Customer,but as there is not this is the next best thing.,1461542400,0
5,TRUE,4/24/2016,A3HRJPNZFGI2YZ,B006PJHPV2,Katie B.,Five Stars,1461456000,0
5,TRUE,2/23/2016,A1Y71C2EH45O3D,B006PJHPV2,Tedstina,Five Stars,1456185600,0
5,TRUE,1/31/2016,AI7MRD5O9MSA4,B006PJHPV2,virginia lamy,tasty,1454198400,0
5,TRUE,12/13/2015,AHL98CA2CJHQF,B006PJHPV2,LUV70,Doesnt Go Very Far at this Establishment,1449964800,0
5,TRUE,11/17/2015,A1M4YX4CF56QUK,B006PJHPV2,David Londono,Five Stars,1447718400,0
5,TRUE,3/10/2015,A3OHGWD8LIDZ8K,B006PJHPV2,Sherri D.,Five Stars,1425945600,0
5,TRUE,4/23/2017,A2AQXLQBQ9DDLY,B006PJI0Y8,Amazon Customer,Five Stars,1492905600,0
4,TRUE,1/14/2017,A2QRZLBZX3SMTW,B006PJI0Y8,Summertime Lemonade,Four Stars,1484352000,0
5,TRUE,7/16/2016,A2GNZITHG06UE3,B006PJI0Y8,DakOdin,Its a gift card,1468627200,2
5,TRUE,5/6/2016,A28K4UDQMSCVWN,B006PJI0Y8,Jennifer P.,Love gift card deals,1462492800,0
5,TRUE,3/28/2016,AILKGRMLEMGXC,B006PJI0Y8,William,Five Stars,1459123200,0
5,TRUE,5/14/2018,A1ZSVEUE12AAQ3,B006PJHP62,TRM,Is What it Is,1526256000,0
5,TRUE,12/9/2015,AHL98CA2CJHQF,B006PJI0Y8,LUV70,WRONG TIME OF YR FOR CHRISTMAS GIFT,1449619200,0
5,TRUE,4/19/2015,A33SMTIC162O6Z,B006PJI0Y8,VannaBlack,Five Stars,1429401600,0
5,TRUE,4/6/2015,A2R8MK9FJP36PR,B006PJI0Y8,James,Five Stars,1428278400,0
5,TRUE,4/12/2018,A35NK1PEDWMV0I,B006PJHP62,Traveler,Five Stars,1523491200,0
5,TRUE,4/9/2018,A2CM3SWOMP3A9C,B006PJHP62,Mike,Five Stars,1523232000,0
2,TRUE,3/16/2018,A1IBN28RK6OFSP,B006PJHP62,Kitty Coleman,Arrived but not as expected!,1521158400,0
5,FALSE,1/22/2018,A3EWD1TIUGTZ5Q,B006PJHP62,Kissa,Perfect for gifting,1516579200,0
